"Sample ID","Original Depth (m)","AP_comp Depth (cm)","Age (kyr)","Sedimentation Rate (cm/kyr)","Dry Bulk Density (g/cm3)","C. wuellerstorfi d18O (‰ vs. PDB)","C. wuellerstorfi d18O (‰ vs. PDB) + 0.64‰","C. wuellerstorfi d13C (‰ vs. PDB)","IRD Concentration (grains/g)","IRD Apparent MAR (grains/cm2/kyr)"
"361-U1475E-4H-2, 96-98",29.661,3081.6,1065.63,4.315,0.975,2.986,3.63,0.626,0,0
"361-U1475E-4H-2, 100-102",29.701,3085.6,1066.5,4.6,0.9746,2.872,3.51,0.595,0,0
"361-U1475E-4H-2, 104-106",29.741,3089.6,1067.35,4.706,0.955,2.83,3.47,0.752,4.69,21.0774117647081
"361-U1475E-4H-2, 108-110",29.781,3093.6,1068.18,4.833,0.9998,2.962,3.6,0.701,0,0
"361-U1475E-4H-2, 112-114",29.821,3097.6,1068.98,4.985,0.9824,2.883,3.52,0.327,0,0
"361-U1475E-4H-2, 116-118",29.861,3101.6,1069.77,5.042,0.997,2.845,3.49,0.61,0,0
"361-U1475E-4H-2, 120-122",29.901,3105.6,1070.53,5.238,0.991,2.816,3.46,0.487,0,0
"361-U1475E-4H-2, 124-126",29.941,3109.6,1071.29,5.262,0.989,2.825,3.47,0.6,0,0
"361-U1475E-4H-2, 128-130",29.981,3113.6,1072.05,5.328,0.9506,2.805,3.45,0.606,0,0
"361-U1475E-4H-2, 132-134",30.021,3117.6,1072.78,5.464,0.9496,3.02,3.66,0.53,1.25,6.48633879781447
"361-U1475E-4H-2, 136-138",30.061,3121.6,1073.5,5.536,0.953,3.24,3.88,0.401,0,0
"361-U1475E-4H-2, 140-142",30.101,3125.6,1074.21,5.61,0.9702,2.736,3.38,0.352,0,0
"361-U1475E-4H-2, 144-146",30.141,3129.6,1074.92,5.647,0.9506,3.03,3.67,0.438,0,0
"361-U1475E-4H-2, 148-150",30.181,3133.6,1075.62,5.747,0.945,2.905,3.55,0.367,0,0
"361-U1475E-4H-3, 2-4",30.221,3137.6,1076.3,5.874,0.953,3.004,3.64,0.245,0,0
"361-U1475E-4H-3, 6-8",30.261,3141.6,1076.98,5.851,0.9747,2.879,3.52,0.582,1.29,7.35730251609297
"361-U1475E-4H-3, 10-12",30.301,3145.6,1077.67,5.857,0.9243,2.854,3.49,0.492,0,0
"361-U1475E-4H-3, 14-16",30.341,3149.6,1078.34,5.956,0.9766,2.799,3.44,0.699,0,0
"361-U1475E-4H-3, 18-20",30.381,3153.6,1079,6.022,0.985,2.879,3.52,0.526,0,0
"361-U1475E-4H-3, 22-24",30.421,3157.6,1079.68,5.933,0.9754,2.794,3.43,0.668,0,0
"361-U1475E-4H-3, 26-28",30.461,3161.6,1080.36,5.86,0.9558,2.704,3.34,0.756,0,0
"361-U1475E-4H-3, 30-32",30.501,3165.6,1081.03,5.931,0.9694,,,0.345,2.54,14.6042467378437
"361-U1475E-4H-3, 34-36",30.541,3169.6,1081.7,5.968,0.953,2.839,3.48,0.689,0,0
"361-U1475E-4H-3, 38-40",30.581,3173.6,1082.38,5.945,0.933,3.397,4.04,0.755,1.32,7.32199762187817
"361-U1475E-4H-3, 42-44",30.621,3177.6,1083.06,5.811,0.97,2.99,3.63,0.847,0,0
"361-U1475E-4H-3, 46-48",30.661,3181.6,1083.77,5.667,0.985,2.932,3.57,0.576,0,0
"361-U1475E-4H-3, 50-52",30.701,3185.6,1084.48,5.669,0.977,3.092,3.73,0.733,0,0
"361-U1475E-4H-3, 54-56",30.741,3189.6,1085.22,5.366,1.0062,3.18,3.82,0.715,1.21,6.53341561577661
"361-U1475E-4H-3, 58-60",30.781,3193.6,1086,5.156,0.971,3.223,3.86,0.677,0,0
"361-U1475E-4H-3, 62-64",30.821,3197.6,1086.81,4.906,1.0206,3.405,4.05,0.636,2.62,13.1173509933782
"361-U1475E-4H-3, 66-68",30.861,3201.6,1087.67,4.681,0.9956,3.329,3.97,0.629,2.31,10.764502691319
"361-U1475E-4H-3, 70-72",30.901,3205.6,1088.6,4.281,0.9884,3.339,3.98,0.689,2.41,10.1971061643825
"361-U1475E-4H-3, 74-76",30.941,3209.6,1089.61,3.962,1.0304,3.344,3.98,0.371,0,0
"361-U1475E-4H-3, 78-80",30.981,3213.6,1090.7,3.658,1.006,3.409,4.05,0.659,0,0
"361-U1475E-4H-3, 82-84",31.021,3217.6,1091.89,3.378,0.9994,3.415,4.06,0.435,0,0
"361-U1475E-4H-3, 86-88",31.061,3221.6,1093.14,3.182,0.9994,3.551,4.19,0.611,1.66,5.27924900556856
"361-U1475E-4H-3, 90-92",31.101,3225.6,1094.45,3.076,0.993,3.577,4.22,0.529,0,0
"361-U1475E-4H-3, 94-96",31.141,3229.6,1095.79,2.964,1.0142,3.729,4.37,0.233,0,0
"361-U1475E-4H-3, 98-100",31.181,3233.6,1097.17,2.909,0.972,3.697,4.34,-0.051,2.64,7.46387434554878
"361-U1475E-4H-3, 102-104",31.221,3237.6,1098.58,2.828,0.9936,3.531,4.17,0.206,7.31,20.5407692307709
"361-U1475E-4H-3, 106-108",31.261,3241.6,1099.99,2.838,0.946,3.688,4.33,-0.186,12.45,33.4213961407502
"361-U1475E-4H-3, 110-112",31.301,3245.6,1101.39,2.866,0.9524,3.85,4.49,-0.2,12.48,34.0669303525408
"361-U1475E-4H-3, 114-116",31.341,3249.6,1102.8,2.834,0.9346,3.885,4.53,-0.119,5.88,15.5744594020102
"361-U1475E-4H-3, 118-120",31.381,3253.6,1104.2,2.862,0.918,3.599,4.24,0.367,10.38,27.2759124087579
"361-U1475E-4H-3, 122-124",31.421,3257.6,1105.57,2.906,0.8786,3.775,4.42,0.051,5.32,13.5837024120907
"361-U1475E-4H-3, 126-128",31.461,3261.6,1106.94,2.931,0.8794,3.7,4.34,0.497,2.44,6.2887924970689
"361-U1475E-4H-3, 130-132",31.501,3265.6,1108.3,2.947,0.9018,3.684,4.32,0.19,0,0
"361-U1475E-4H-3, 134-136",31.541,3269.6,1109.65,2.95,0.9038,3.277,3.92,0.577,4.96,13.2237404129794
"361-U1475E-4H-3, 138-140",31.581,3273.6,1111,2.966,0.905,3.137,3.78,0.41,2.42,6.49495848161338
"361-U1475E-4H-3, 142-144",31.621,3277.6,1112.36,2.944,0.9238,3.239,3.88,0.282,1.91,5.1941654400943
"361-U1475E-4H-3, 146-148",31.661,3281.6,1113.73,2.91,0.9338,3.388,4.03,0.549,,
"361-U1475E-4H-4, 0-2",31.701,3285.6,1115.14,2.841,0.945,3.291,3.93,0.48,0,0
"361-U1475E-4H-4, 4-6",31.741,3289.6,1116.62,2.716,0.9518,3.483,4.12,0.074,0,0
"361-U1475E-4H-4, 8-10",31.781,3293.6,1118.12,2.65,0.918,3.663,4.3,0.195,5.28,12.8432432432425
"361-U1475E-4H-4, 12-14",31.821,3297.6,1119.7,2.533,0.8986,3.779,4.42,0.104,6.1,13.8841438703149
"361-U1475E-4H-4, 16-18",31.861,3301.6,1121.37,2.407,0.8716,3.753,4.39,0.213,5.69,11.937426886508
"361-U1475E-4H-4, 20-22",31.901,3305.6,1123.11,2.297,0.8884,3.845,4.49,0.115,23.93,48.8273128158062
"361-U1475E-4H-4, 24-26",31.941,3309.6,1124.91,2.223,0.9066,4.278,4.92,-0.492,40.81,82.2459619873244
"361-U1475E-4H-4, 28-30",31.981,3313.6,1126.77,2.153,0.907,3.903,4.54,-0.058,39.74,77.5894521579972
"361-U1475E-4H-4, 32-34",32.021,3317.6,1128.64,2.13,0.924,4.081,4.72,-0.231,62.79,123.560770950918
"361-U1475E-4H-4, 36-38",32.061,3321.6,1130.52,2.128,0.9236,3.969,4.61,-0.003,38.91,76.4867000106496
"361-U1475E-4H-4, 40-42",32.101,3325.6,1132.43,2.095,0.9388,3.625,4.27,0.374,23.53,46.2713950565515
"361-U1475E-4H-4, 44-46",32.141,3329.6,1134.34,2.096,0.985,3.618,4.26,-0.16,38.87,80.2493188010991
"361-U1475E-4H-4, 48-50",32.181,3333.6,1136.28,2.063,0.994,3.561,4.2,0.047,45.84,94.0065194965896
"361-U1475E-4H-4, 52-54",32.221,3337.6,1138.23,2.047,0.9706,3.51,4.15,0.1,5.35,10.6309960077798
"361-U1475E-4H-4, 56-58",32.261,3341.6,1140.19,2.04,0.9528,3.271,3.91,0.446,9.82,19.0851524732278
"361-U1475E-4H-4, 60-62",32.301,3345.6,1142.18,2.019,0.9864,3.348,3.99,0.468,0,0
"361-U1475E-4H-4, 64-66",32.341,3349.6,1144.19,1.991,0.9672,3.43,4.07,0.284,0,0
"361-U1475E-4H-4, 68-70",32.381,3353.6,1146.23,1.958,0.988,3.396,4.04,0.507,0,0
"361-U1475E-4H-4, 72-74",32.421,3357.6,1148.28,1.949,0.9562,3.234,3.87,0.549,0,0
"361-U1475E-4H-4, 76-78",32.461,3361.6,1150.37,1.915,0.9504,3.15,3.79,0.834,0,0
"361-U1475E-4H-4, 80-82",32.501,3365.6,1152.48,1.898,0.9776,3.233,3.87,0.702,0,0
"361-U1475E-4H-4, 84-86",32.541,3369.6,1154.57,1.91,0.9852,3.126,3.77,0.659,0,0
"361-U1475E-4H-4, 88-90",32.581,3373.6,1156.68,1.899,0.977,3.139,3.78,0.736,1.58,2.93192782526085
"361-U1475E-4H-4, 92-94",32.621,3377.6,1158.77,1.909,0.9756,3.096,3.74,0.618,2.36,4.39560137457096
"361-U1475E-4H-4, 96-98",32.661,3381.6,1160.85,1.924,0.993,3.26,3.9,0.728,3.17,6.05522746946209
"361-U1475E-4H-4, 100-102",32.701,3385.6,1162.91,1.946,0.989,3.169,3.81,0.65,0,0
"361-U1475E-4H-4, 104-106",32.741,3389.6,1164.99,1.925,0.9964,3.179,3.82,0.863,1.52,2.91619909502213
"361-U1475E-4H-4, 108-110",32.781,3393.6,1167.04,1.95,0.972,3.378,4.02,0.336,0,0
"361-U1475E-4H-4, 112-114",32.821,3397.6,1169.08,1.961,0.9478,3.255,3.9,0.342,1.59,2.95461621409677
"361-U1475E-4H-4, 116-118",32.861,3401.6,1171.13,1.951,0.9412,3.597,4.24,0.21,63.1,115.848473617489
"361-U1475E-4H-4, 120-122",32.901,3405.6,1173.16,1.967,0.9724,3.296,3.94,0.681,9.79,18.7213294001957
"361-U1475E-4H-4, 124-126",32.941,3409.6,1175.21,1.952,0.9856,3.253,3.89,0.511,14.62,28.1215300546441
"361-U1475E-4H-4, 128-130",32.981,3413.6,1177.29,1.927,0.952,3.261,3.9,0.678,9.38,17.2073610174385
"361-U1475E-4H-4, 132-134",33.021,3417.6,1179.37,1.92,0.9452,3.293,3.93,0.54,2.35,4.26542486797917
"361-U1475E-4H-4, 136-138",33.061,3421.6,1181.47,1.909,0.9896,3.332,3.97,0.785,0,0
"361-U1475E-4H-4, 140-142",33.101,3425.6,1183.55,1.915,0.9712,3.276,3.92,0.579,4.83,8.98466960352288
"361-U1475E-4H-4, 144-146",33.141,3429.6,1185.63,1.922,0.9692,3.259,3.9,0.663,2.49,4.6391926182244
"361-U1475E-4H-4, 148-150",33.181,3433.6,1187.68,1.952,0.9648,3.45,4.09,0.43,2.43,4.57707582056635
"361-U1475E-4H-5, 2-4",33.221,3437.6,1189.69,1.995,0.9836,3.333,3.97,0.541,3.66,7.18047859015866
"361-U1475E-4H-5, 6-8",33.261,3441.6,1191.62,2.074,0.9945,3.848,4.49,0.1,7.54,15.5487386210483
"361-U1475E-4H-5, 10-12",33.301,3445.6,1193.47,2.161,0.9624,3.941,4.58,-0.221,3.79,7.88188957320323
"361-U1475E-4H-5, 14-16",33.341,3449.6,1195.3,2.189,0.9698,3.924,4.56,-0.133,31.69,67.2742248002664
"361-U1475E-4H-5, 18-20",33.381,3453.6,1197.09,2.227,0.9142,3.783,4.42,0.444,40.35,82.1339478957941
"361-U1475E-4H-5, 22-24",33.421,3457.6,1198.89,2.224,0.923,4.056,4.7,0.065,68.34,140.29156227757
"361-U1475E-4H-5, 26-28",33.461,3461.6,1200.67,2.246,0.9166,3.759,4.4,-0.198,20.44,42.0716065573795
"361-U1475E-4H-5, 30-32",33.501,3465.6,1202.45,2.25,0.9327,4.16,4.8,-0.107,45.85,96.2097007874005
"361-U1475E-4H-5, 34-36",33.541,3469.6,1204.22,2.254,0.9356,3.898,4.54,0.125,21.77,45.9081284796584
"361-U1475E-4H-5, 38-40",33.581,3473.6,1205.98,2.278,0.9172,3.808,4.45,0.108,72.3,151.079740289335
"361-U1475E-4H-5, 42-44",33.621,3477.6,1207.73,2.292,0.963,3.952,4.59,-0.325,64.19,141.696206303734
"361-U1475E-4H-5, 46-48",33.661,3481.6,1209.46,2.307,0.9408,3.779,4.42,-0.022,49.91,108.346387632656
"361-U1475E-4H-5, 50-52",33.701,3485.6,1211.18,2.326,0.9469,3.85,4.49,0.057,8.7,19.16529952309
"361-U1475E-4H-5, 54-56",33.741,3489.6,1212.89,2.331,0.9657,3.517,4.16,-0.132,51.61,116.165503321286
"361-U1475E-4H-5, 58-60",33.781,3493.6,1214.59,2.355,0.961,3.634,4.27,0.162,15.07,34.1040150712363
"361-U1475E-4H-5, 62-64",33.821,3497.6,1216.27,2.388,0.9628,3.831,4.47,0.168,32.84,75.5033752835842
"361-U1475E-4H-5, 66-68",33.861,3501.6,1217.95,2.383,0.96,3.369,4.01,-0.406,40.25,92.0915395614863
"361-U1475E-4H-5, 70-72",33.901,3505.6,1219.62,2.388,0.9712,3.601,4.24,0.189,5.83,13.521980179103
"361-U1475E-4H-5, 74-76",33.941,3509.6,1221.31,2.365,0.9611,,,,0,0
"361-U1475E-4H-5, 78-80",33.981,3513.6,1223.01,2.363,0.9405,3.136,3.78,0.738,2.48,5.5109027761371
"361-U1475E-4H-5, 82-84",34.021,3517.6,1224.72,2.338,0.9584,3.117,3.76,0.229,1.78,3.98929779024984
"361-U1475E-4H-5, 86-88",34.061,3521.6,1226.43,2.332,0.9484,3.024,3.66,0.702,0,0
"361-U1475E-4H-5, 90-92",34.101,3525.6,1228.15,2.326,0.9568,2.975,3.62,0.66,3.3,7.34319069767432
"361-U1475E-4H-5, 94-96",34.141,3529.6,1229.88,2.308,0.9773,2.9,3.54,0.68,1.18,2.66152227094373
"361-U1475E-4H-5, 98-100",34.181,3533.6,1231.64,2.278,0.9699,3.006,3.65,0.417,3.29,7.2697045221555
"361-U1475E-4H-5, 102-104",34.221,3537.6,1233.43,2.239,0.973,3.258,3.9,0.271,2.26,4.92457821072663
"361-U1475E-4H-5, 106-108",34.261,3541.6,1235.23,2.219,0.9745,3.1,3.74,0.42,1.52,3.28623494176352
"361-U1475E-4H-5, 110-112",34.301,3545.6,1237.04,2.208,0.9726,3.051,3.69,0.298,0,0
"361-U1475E-4H-5, 114-116",34.341,3549.6,1238.87,2.188,0.9644,2.938,3.58,0.332,0,0
"361-U1475E-4H-5, 118-120",34.381,3553.6,1240.72,2.165,0.9925,2.816,3.46,0.106,10.4,22.3448598333152
"361-U1475E-4H-5, 122-124",34.421,3557.6,1242.58,2.148,0.9731,2.866,3.51,0.345,2.2,4.59887432867921
"361-U1475E-4H-5, 126-128",34.461,3561.6,1244.52,2.062,0.9743,3.156,3.8,0.191,8.72,17.5169517525769
"361-U1475E-4H-5, 130-132",34.501,3565.6,1246.68,1.852,0.9749,3.463,4.1,0.069,16.58,29.9324266666655
"361-U1475E-4H-5, 134-136",34.541,3569.6,1248.89,1.807,1.0046,3.684,4.32,-0.011,6.54,11.87436110609
"361-U1475E-4H-5, 138-140",34.581,3573.6,1251.1,1.812,0.989,3.552,4.19,-0.066,16.46,29.4908333333353
"361-U1475E-4H-5, 142-144",34.621,3577.6,1253.3,1.818,1.004,3.962,4.6,-0.035,12.48,22.7745538489514
"361-U1475E-4H-5, 146-148",34.661,3581.6,1255.48,1.834,0.9875,4.16,4.8,-0.79,14.73,26.6805991041422
"361-U1475E-4H-6, 0-2",34.701,3585.6,1257.64,1.855,0.9959,3.998,4.64,-0.045,33.56,62.0111200078132
"361-U1475E-4H-6, 4-6",34.741,3589.6,1259.79,1.857,1.0044,3.81,4.45,-0.099,21.75,40.558880723906
"361-U1475E-4H-6, 8-10",34.781,3593.6,1261.93,1.868,0.9436,3.57,4.21,-0.02,13.9,24.5057623318369
"361-U1475E-4H-6, 12-14",34.821,3597.6,1264.05,1.89,0.8673,3.533,4.17,0.454,30.14,49.4136468809079
"361-U1475E-4H-6, 16-18",34.861,3601.6,1266.18,1.874,0.8937,3.7,4.34,0.44,9.72,16.2822298031864
"361-U1475E-4H-6, 20-22",34.901,3605.6,1268.29,1.895,0.9021,3.266,3.91,0.624,3.79,6.47973997915223
"361-U1475E-4H-6, 24-26",34.941,3609.6,1270.41,1.889,0.9103,3.606,4.25,0.344,8.59,14.7729174381264
"361-U1475E-4H-6, 28-30",34.981,3613.6,1272.54,1.883,0.8982,3.27,3.91,0.685,2.04,3.44958373340847
"361-U1475E-4H-6, 32-34",35.021,3617.6,1274.64,1.897,0.9155,3.122,3.76,0.338,0,0
"361-U1475E-4H-6, 36-38",35.061,3621.6,1276.75,1.902,0.9454,3.257,3.9,0.524,2.85,5.12463338088429
"361-U1475E-4H-6, 40-42",35.101,3625.6,1278.84,1.911,0.9173,3.19,3.83,0.42,0,0
"361-U1475E-4H-6, 44-46",35.141,3629.6,1280.94,1.91,0.9209,3.565,4.21,0.182,2.53,4.44982352941138
"361-U1475E-4H-6, 48-50",35.181,3633.6,1283.03,1.914,0.9074,3.599,4.24,0.051,2.67,4.63750559862196
"361-U1475E-4H-6, 52-54",35.221,3637.6,1285.12,1.914,0.9118,3.759,4.4,0.148,6.6,11.5180706287685
"361-U1475E-4H-6, 56-58",35.261,3641.6,1287.23,1.892,0.913,3.709,4.35,-0.231,0,0
"361-U1475E-4H-6, 60-62",35.301,3645.6,1289.35,1.885,0.8913,3.959,4.6,-0.039,5.53,9.29210971816321
"361-U1475E-4H-6, 64-66",35.341,3649.6,1291.48,1.882,0.8387,3.976,4.62,-0.095,14.63,23.0897410613466
"361-U1475E-4H-6, 68-70",35.381,3653.6,1293.63,1.858,0.8753,3.896,4.54,-0.127,6.04,9.8233608324039
"361-U1475E-4H-6, 72-74",35.421,3657.6,1295.77,1.866,0.926,3.876,4.52,-0.118,8.41,14.5352676371798
"361-U1475E-4H-6, 76-78",35.461,3661.6,1297.93,1.857,0.936,3.731,4.37,0.164,9.42,16.3697422948393
"361-U1475E-4H-6, 80-82",35.501,3665.6,1300.08,1.857,0.892,3.708,4.35,0.208,6.08,10.0731054977707
"361-U1475E-4H-6, 84-86",35.541,3669.6,1302.23,1.861,0.9074,3.494,4.13,0.191,2.56,4.32236992928924
"361-U1475E-4H-6, 88-90",35.581,3673.6,1304.39,1.853,0.9154,3.338,3.98,0.416,0,0
"361-U1475E-4H-6, 92-94",35.621,3677.6,1306.56,1.847,0.9491,3.393,4.03,0.351,2.53,4.43489445008822
"361-U1475E-4H-6, 96-98",35.661,3681.6,1308.74,1.829,0.9268,3.309,3.95,0.341,2.54,4.30459979884787
"361-U1475E-4H-6, 100-102",35.701,3685.6,1310.95,1.813,0.928,3.309,3.95,0.571,0,0
"361-U1475E-4H-6, 104-106",35.741,3689.6,1313.16,1.81,0.9036,3.1,3.74,0.463,5.52,9.02660609899561
"361-U1475E-4H-6, 108-110",35.781,3693.6,1315.39,1.795,0.9107,3.114,3.75,0.195,0,0
"361-U1475E-4H-6, 112-114",35.821,3697.6,1317.64,1.775,0.9093,3.264,3.9,0.474,3.22,5.19611428571402
"361-U1475E-4H-6, 116-118",35.861,3701.6,1319.73,1.919,0.9056,3.247,3.89,0.187,0,0
"361-U1475E-4H-6, 120-122",35.901,3705.6,1321.29,2.561,0.9196,3.433,4.07,0.39,5.95,14.0130157510546
"361-U1475E-4H-6, 124-126",35.941,3709.6,1322.79,2.67,0.8753,3.664,4.3,0.104,8.98,20.9833785371038
"361-U1475E-4H-6, 128-130",35.981,3713.6,1324.29,2.659,0.931,3.812,4.45,0.075,17.39,43.0473012496732
"361-U1475C-4H-5, 54-56",36.021,3717.6,1325.78,2.684,0.9891,3.412,4.05,0.388,13.21,35.0711228023093
"361-U1475C-4H-5, 58-60",36.061,3721.6,1327.27,2.693,1.0085,3.781,4.42,-0.159,7.42,20.151389255416
"361-U1475C-4H-5, 62-64",36.101,3725.6,1328.74,2.718,1.0042,3.58,4.22,-0.534,28.46,77.6828812177309
"361-U1475C-4H-5, 66-68",36.141,3729.6,1330.18,2.771,0.9568,3.847,4.49,-0.088,31.63,83.8523657522824
"361-U1475C-4H-5, 70-72",36.181,3733.6,1331.62,2.781,0.968,3.799,4.44,-0.199,11.53,31.0404082881417
"361-U1475C-4H-5, 74-76",36.221,3737.6,1333.05,2.804,0.9461,3.829,4.47,-0.172,10.81,28.6767340529884
"361-U1475C-4H-5, 78-80",36.261,3741.6,1334.46,2.824,0.9549,3.49,4.13,0.118,1.77,4.77325162383563
"361-U1475C-4H-5, 82-84",36.301,3745.6,1335.85,2.876,0.991,3.502,4.14,-0.312,17.89,50.996663310795
"361-U1475C-4H-5, 86-88",36.341,3749.6,1337.23,2.906,0.9721,3.74,4.38,-0.552,6.32,17.8520947261392
"361-U1475C-4H-5, 90-92",36.381,3753.6,1338.58,2.959,0.924,3.24,3.88,0.56,2.48,6.78035449030964
"361-U1475C-4H-5, 94-96",36.421,3757.6,1339.92,2.995,0.9282,2.598,3.24,0.305,7.56,21.0149433962246
"361-U1475C-4H-5, 98-100",36.461,3761.6,1341.25,3.005,0.9335,2.917,3.56,0.429,5.04,14.1374423076914
"361-U1475C-4H-5, 102-104",36.501,3765.6,1342.58,3.002,0.9505,2.981,3.62,0.409,3.4,9.70209546682839
"361-U1475C-4H-5, 106-108",36.541,3769.6,1343.91,3.014,0.9484,3.065,3.71,0.71,2.49,7.11805998492841
"361-U1475C-4H-5, 110-112",36.581,3773.6,1345.28,2.918,0.9306,3.018,3.66,0.418,1.78,4.83266754193986
"361-U1475C-4H-5, 114-116",36.621,3777.6,1346.66,2.901,0.9457,2.711,3.35,0.771,0,0
"361-U1475C-4H-5, 118-120",36.661,3781.6,1348.05,2.864,0.94,2.926,3.57,0.484,3.27,8.80240549828047
"361-U1475C-4H-5, 122-124",36.701,3785.6,1349.46,2.85,0.9546,2.725,3.37,0.493,0,0
"361-U1475C-4H-5, 126-128",36.741,3789.6,1350.89,2.784,0.9366,3.326,3.97,-0.092,,
"361-U1475C-4H-5, 130-132",36.781,3793.6,1352.35,2.757,0.9292,2.868,3.51,0.337,5.24,13.4243396746617
"361-U1475C-4H-5, 134-136",36.821,3797.6,1353.81,2.723,0.9098,3.055,3.7,0.477,0,0
"361-U1475C-4H-5, 138-140",36.861,3801.6,1355.28,2.72,0.9255,2.843,3.48,0.577,2.75,6.92253501972033
"361-U1475C-4H-5, 142-144",36.901,3805.6,1356.78,2.681,0.8808,2.881,3.52,0.46,1.83,4.32173428073465
"361-U1475C-4H-5, 146-148",36.941,3809.6,1358.29,2.648,0.841,3.212,3.85,0.347,0,0
"361-U1475C-4H-6, 0-2",36.981,3813.6,1359.79,2.655,0.9008,2.773,3.41,0.584,0,0
"361-U1475C-4H-6, 4-6",37.021,3817.6,1361.3,2.649,0.9547,3.241,3.88,0.405,0,0
"361-U1475C-4H-6, 8-10",37.061,3821.6,1362.86,2.569,0.9151,2.964,3.6,0.305,0,0
"361-U1475C-4H-6, 12-14",37.101,3825.6,1364.53,2.395,0.922,3.358,4,0.243,0,0
"361-U1475C-4H-6, 16-18",37.141,3829.6,1366.4,2.135,0.9362,3.542,4.18,0.255,0,0
"361-U1475C-4H-6, 20-22",37.181,3833.6,1368.4,2.009,0.9274,3.603,4.24,0.417,0,0
"361-U1475C-4H-6, 24-26",37.221,3837.6,1370.4,2,0.9172,3.686,4.33,0.298,0,0
"361-U1475C-4H-6, 28-30",37.261,3841.6,1372.38,2.016,0.9286,3.54,4.18,0.27,0,0
"361-U1475C-4H-6, 32-34",37.301,3845.6,1374.35,2.034,0.9376,,,,5.84,11.1348937468221
"361-U1475C-4H-6, 36-38",37.341,3849.6,1376.3,2.049,0.9416,3.74,4.38,0.076,8.76,16.9032098360657
"361-U1475C-4H-6, 40-42",37.381,3853.6,1378.21,2.089,0.8939,3.862,4.5,0.049,0,0
"361-U1475C-4H-6, 44-46",37.421,3857.6,1380.1,2.124,0.9238,3.866,4.51,0.026,5.68,11.1435845810758
"361-U1475C-4H-6, 48-50",37.461,3861.6,1381.93,2.185,0.8581,3.869,4.51,-0.101,5.6,10.5014685314694
"361-U1475C-4H-6, 52-54",37.501,3865.6,1383.72,2.232,0.9144,3.794,4.43,-0.202,13.33,27.2105190311389
"361-U1475C-4H-6, 56-58",37.541,3869.6,1385.49,2.265,0.9238,3.765,4.41,0.155,7.15,14.9613952434894
"361-U1475C-4H-6, 60-62",37.581,3873.6,1387.25,2.268,0.945,3.532,4.17,0.365,8.16,17.4849741496587
"361-U1475C-4H-6, 64-66",37.621,3877.6,1389.06,2.211,0.9404,2.708,3.35,0.166,18.2,37.8473065015473
"361-U1475C-4H-6, 68-70",37.661,3881.6,1390.9,2.176,0.9374,3.196,3.84,0.866,0,0
"361-U1475C-4H-6, 72-74",37.701,3885.6,1392.77,2.133,0.9408,3.279,3.92,0.607,0,0
"361-U1475C-4H-6, 76-78",37.741,3889.6,1394.69,2.089,0.9069,3.249,3.89,0.619,2.6,4.92582410695632
"361-U1475C-4H-6, 80-82",37.781,3893.6,1396.63,2.06,0.8954,3.144,3.78,0.631,2.65,4.88836011536911
"361-U1475C-4H-6, 84-86",37.821,3897.6,1398.59,2.035,0.9074,3.057,3.7,0.646,0,0
"361-U1475C-4H-6, 88-90",37.861,3901.6,1400.6,1.998,0.924,3.104,3.74,0.573,0,0
"361-U1475C-4H-6, 92-94",37.901,3905.6,1402.66,1.942,0.8953,3.189,3.83,0.401,2.67,4.64175611650498
"361-U1475C-4H-6, 96-98",37.941,3909.6,1405.07,1.654,0.888,3.137,3.78,0.472,2.63,3.86327880241492
"361-U1475C-4H-6, 100-102",37.981,3913.6,1408.08,1.331,0.894,3.5,4.14,0.386,0,0
"361-U1475C-4H-6, 104-106",38.021,3917.6,1411.37,1.214,0.8788,3.702,4.34,0.16,2.09,2.22929950840568
"361-U1475C-4H-6, 108-110",38.061,3921.6,1414.54,1.263,0.8758,3.372,4.01,0.465,2.76,3.052469028225
"361-U1475C-4H-6, 112-114",38.101,3925.6,1417.53,1.338,0.9056,3.857,4.5,0.004,2.63,3.18639892976583
"361-U1475C-4H-6, 116-118",38.141,3929.6,1420.4,1.393,0.8859,3.68,4.32,0.06,10.45,12.8955779142148
"361-U1475B-5H-2, 46-48",38.198,3935.3,1424.26,1.477,0.9096,3.534,4.17,-0.276,12.87,17.2892723739448
"361-U1475B-5H-2, 50-52",38.238,3939.3,1426.62,1.695,0.9478,3.451,4.09,0.055,11.06,17.7642259034882
"361-U1475B-5H-2, 54-56",38.278,3943.3,1428.65,1.971,0.9096,3.117,3.76,0.471,1.87,3.35179466968782
"361-U1475B-5H-2, 58-60",38.318,3947.3,1430.41,2.275,0.8958,3.04,3.68,0.522,0,0
"361-U1475B-5H-2, 62-64",38.358,3951.3,1432.02,2.482,0.8924,3.243,3.88,0.383,1.94,4.29706087496128
"361-U1475B-5H-2, 66-68",38.398,3955.3,1433.55,2.614,0.8712,3.046,3.69,0.712,0,0
"361-U1475B-5H-2, 70-72",38.438,3959.3,1435.05,2.677,0.8865,2.809,3.45,0.326,7.97,18.9150541463101
"361-U1475B-5H-2, 74-76",38.478,3963.3,1436.49,2.774,0.8883,2.809,3.45,0.579,0,0
"361-U1475B-5H-2, 78-80",38.518,3967.3,1437.91,2.813,0.9014,,,,0,0
"361-U1475B-5H-2, 82-84",38.558,3971.3,1439.29,2.9,0.8851,2.933,3.57,0.674,0,0
